u0,u1,u2,u3
0.0000023212,0.0000028564,0.0000035419,0.0000030107
0.0000023449,0.0000028211,0.0000034874,0.0000030114
0.0000022605,0.0000027942,0.0000035398,0.0000030055
0.0000022839,0.0000027606,0.0000034839,0.0000030085
0.0000021988,0.0000027337,0.0000035364,0.0000030055
0.0000022240,0.0000027007,0.0000034813,0.0000030075
0.0000021395,0.0000026736,0.0000035353,0.0000030049
0.0000021659,0.0000026419,0.0000034804,0.0000030066
0.0000020818,0.0000026150,0.0000035353,0.0000030050
0.0000021092,0.0000025846,0.0000034804,0.0000030069
0.0000020252,0.0000025579,0.0000035363,0.0000030066
0.0000020535,0.0000025288,0.0000034812,0.0000030090
0.0000019696,0.0000025021,0.0000035379,0.0000030102
0.0000019995,0.0000024741,0.0000034835,0.0000030118
0.0000019163,0.0000024476,0.0000035415,0.0000030136
0.0000019466,0.0000024211,0.0000034865,0.0000030166
0.0000018644,0.0000023946,0.0000035461,0.0000030186
0.0000018959,0.0000023695,0.0000034914,0.0000030213
0.0000018139,0.0000023433,0.0000035518,0.0000030247
0.0000018464,0.0000023196,0.0000034970,0.0000030280
0.0000017649,0.0000022936,0.0000035586,0.0000030324
0.0000017984,0.0000022712,0.0000035039,0.0000030361
0.0000017175,0.0000022453,0.0000035666,0.0000030415
0.0000017530,0.0000022242,0.0000035130,0.0000030438
0.0000016717,0.0000021990,0.0000035758,0.0000030517
0.0000017085,0.0000021791,0.0000035226,0.0000030540
0.0000016278,0.0000021543,0.0000035865,0.0000030632
0.0000016658,0.0000021357,0.0000035336,0.0000030656
0.0000015855,0.0000021111,0.0000035984,0.0000030760
0.0000016248,0.0000020939,0.0000035458,0.0000030786
0.0000015451,0.0000020697,0.0000036116,0.0000030902
0.0000015855,0.0000020539,0.0000035594,0.0000030929
0.0000015064,0.0000020301,0.0000036261,0.0000031057
0.0000015481,0.0000020156,0.0000035743,0.0000031086
0.0000014695,0.0000019922,0.0000036420,0.0000031226
0.0000015124,0.0000019791,0.0000035906,0.0000031257
0.0000014345,0.0000019561,0.0000036592,0.0000031409
0.0000014786,0.0000019443,0.0000036082,0.0000031441
0.0000014013,0.0000019218,0.0000036778,0.0000031606
0.0000014467,0.0000019114,0.0000036271,0.0000031640
0.0000013700,0.0000018893,0.0000036976,0.0000031817
0.0000014166,0.0000018804,0.0000036474,0.0000031852
0.0000013949,0.0000018651,0.0000036646,0.0000031977
0.0000013746,0.0000018497,0.0000036830,0.0000032093
0.0000013560,0.0000018352,0.0000036998,0.0000032215
0.0000013391,0.0000018213,0.0000037155,0.0000032340
0.0000013237,0.0000018080,0.0000037306,0.0000032468
0.0000013094,0.0000017953,0.0000037453,0.0000032599
0.0000012962,0.0000017830,0.0000037597,0.0000032734
0.0000012839,0.0000017713,0.0000037741,0.0000032871
0.0000012724,0.0000017600,0.0000037885,0.0000033012
0.0000012617,0.0000017492,0.0000038029,0.0000033156
0.0000012516,0.0000017390,0.0000038175,0.0000033303
0.0000012422,0.0000017292,0.0000038322,0.0000033454
0.0000012333,0.0000017199,0.0000038472,0.0000033608
0.0000012250,0.0000017111,0.0000038625,0.0000033765
0.0000012173,0.0000017027,0.0000038780,0.0000033925
0.0000012101,0.0000016949,0.0000038937,0.0000034089
0.0000012034,0.0000016875,0.0000039098,0.0000034256
0.0000011972,0.0000016806,0.0000039261,0.0000034426
0.0000011916,0.0000016742,0.0000039428,0.0000034600
0.0000011864,0.0000016682,0.0000039598,0.0000034777
0.0000011817,0.0000016627,0.0000039770,0.0000034957
0.0000011775,0.0000016578,0.0000039946,0.0000035140
0.0000011725,0.0000016539,0.0000040123,0.0000035333
0.0000011705,0.0000016482,0.0000040314,0.0000035516
0.0000011670,0.0000016453,0.0000040494,0.0000035714
0.0000011655,0.0000016413,0.0000040687,0.0000035906
0.0000011631,0.0000016394,0.0000040873,0.0000036109
0.0000011611,0.0000016373,0.0000041068,0.0000036314
0.0000011614,0.0000016342,0.0000041271,0.0000036513
0.0000011609,0.0000016335,0.0000041465,0.0000036721
0.0000011611,0.0000016329,0.0000041665,0.0000036931
0.0000011618,0.0000016324,0.0000041870,0.0000037144
0.0000011632,0.0000016322,0.0000042078,0.0000037358
0.0000011654,0.0000016324,0.0000042289,0.0000037574
0.0000011684,0.0000016329,0.0000042501,0.0000037792
0.0000011699,0.0000016350,0.0000042711,0.0000038023
0.0000011725,0.0000016376,0.0000042926,0.0000038250
0.0000011761,0.0000016407,0.0000043141,0.0000038475
0.0000011794,0.0000016436,0.0000043366,0.0000038709
0.0000011839,0.0000016472,0.0000043590,0.0000038939
0.0000011881,0.0000016508,0.0000043820,0.0000039178
0.0000011937,0.0000016553,0.0000044048,0.0000039413
0.0000011988,0.0000016596,0.0000044283,0.0000039658
0.0000012036,0.0000016658,0.0000044513,0.0000039905
0.0000012103,0.0000016704,0.0000044757,0.0000040150
0.0000012170,0.0000016758,0.0000045000,0.0000040399
0.0000012241,0.0000016817,0.0000045243,0.0000040651
0.0000012316,0.0000016881,0.0000045488,0.0000040906
0.0000012395,0.0000016950,0.0000045734,0.0000041162
0.0000012479,0.0000017023,0.0000045982,0.0000041420
0.0000012566,0.0000017100,0.0000046232,0.0000041680
0.0000012657,0.0000017181,0.0000046484,0.0000041941
0.0000012752,0.0000017266,0.0000046738,0.0000042205
0.0000012851,0.0000017354,0.0000046993,0.0000042470
0.0000012954,0.0000017447,0.0000047249,0.0000042737
0.0000013061,0.0000017543,0.0000047508,0.0000043005
0.0000013172,0.0000017643,0.0000047768,0.0000043275
0.0000013286,0.0000017746,0.0000048029,0.0000043547
0.0000013403,0.0000017853,0.0000048292,0.0000043820
0.0000013525,0.0000017963,0.0000048556,0.0000044094
0.0000013649,0.0000018077,0.0000048821,0.0000044370
0.0000013777,0.0000018195,0.0000049088,0.0000044647
0.0000013909,0.0000018315,0.0000049355,0.0000044925
0.0000014044,0.0000018439,0.0000049624,0.0000045204
0.0000014182,0.0000018566,0.0000049894,0.0000045485
0.0000014323,0.0000018696,0.0000050165,0.0000045766
0.0000014468,0.0000018829,0.0000050436,0.0000046048
0.0000014615,0.0000018966,0.0000050709,0.0000046332
0.0000014766,0.0000019105,0.0000050982,0.0000046616
0.0000014919,0.0000019247,0.0000051256,0.0000046901
0.0000015076,0.0000019392,0.0000051530,0.0000047186
0.0000015235,0.0000019540,0.0000051805,0.0000047472
0.0000015397,0.0000019690,0.0000052080,0.0000047759
0.0000015562,0.0000019843,0.0000052356,0.0000048046
0.0000015729,0.0000019999,0.0000052632,0.0000048333
0.0000015899,0.0000020157,0.0000052909,0.0000048621
0.0000016071,0.0000020318,0.0000053185,0.0000048909
0.0000016246,0.0000020481,0.0000053462,0.0000049197
0.0000016424,0.0000020646,0.0000053738,0.0000049485
0.0000016603,0.0000020813,0.0000054015,0.0000049773
0.0000016785,0.0000020983,0.0000054291,0.0000050061
0.0000016969,0.0000021155,0.0000054567,0.0000050349
0.0000017155,0.0000021329,0.0000054843,0.0000050637
0.0000017343,0.0000021505,0.0000055119,0.0000050924
0.0000017534,0.0000021683,0.0000055394,0.0000051211
0.0000017726,0.0000021862,0.0000055668,0.0000051498
0.0000017920,0.0000022044,0.0000055942,0.0000051784
0.0000018115,0.0000022227,0.0000056215,0.0000052069
0.0000018312,0.0000022411,0.0000056488,0.0000052354
0.0000018511,0.0000022598,0.0000056759,0.0000052638
0.0000018712,0.0000022785,0.0000057030,0.0000052921
0.0000018914,0.0000022974,0.0000057300,0.0000053203
0.0000019117,0.0000023165,0.0000057568,0.0000053484
0.0000019322,0.0000023357,0.0000057836,0.0000053764
0.0000019528,0.0000023550,0.0000058102,0.0000054043
0.0000019735,0.0000023744,0.0000058367,0.0000054321
0.0000019943,0.0000023939,0.0000058631,0.0000054597
0.0000020152,0.0000024135,0.0000058893,0.0000054872
0.0000020362,0.0000024332,0.0000059153,0.0000055146
0.0000020573,0.0000024529,0.0000059412,0.0000055418
0.0000020785,0.0000024728,0.0000059669,0.0000055688
0.0000020998,0.0000024927,0.0000059925,0.0000055957
0.0000021211,0.0000025127,0.0000060179,0.0000056224
0.0000021425,0.0000025327,0.0000060430,0.0000056489
0.0000021639,0.0000025528,0.0000060680,0.0000056752
0.0000021854,0.0000025729,0.0000060927,0.0000057013
0.0000022069,0.0000025930,0.0000061173,0.0000057272
0.0000022285,0.0000026132,0.0000061416,0.0000057528
0.0000022500,0.0000026334,0.0000061657,0.0000057783
0.0000022716,0.0000026536,0.0000061895,0.0000058035
0.0000022932,0.0000026737,0.0000062131,0.0000058285
0.0000023148,0.0000026939,0.0000062365,0.0000058532
0.0000023363,0.0000027141,0.0000062596,0.0000058777
0.0000023579,0.0000027342,0.0000062824,0.0000059019
0.0000023795,0.0000027544,0.0000063049,0.0000059258
0.0000024010,0.0000027744,0.0000063271,0.0000059495
0.0000024224,0.0000027945,0.0000063491,0.0000059728
0.0000024439,0.0000028145,0.0000063707,0.0000059959
0.0000024652,0.0000028344,0.0000063921,0.0000060187
0.0000024866,0.0000028543,0.0000064131,0.0000060412
0.0000025078,0.0000028741,0.0000064338,0.0000060633
0.0000025290,0.0000028938,0.0000064542,0.0000060852
0.0000025501,0.0000029134,0.0000064743,0.0000061067
0.0000025711,0.0000029329,0.0000064940,0.0000061278
0.0000025920,0.0000029524,0.0000065133,0.0000061487
0.0000026128,0.0000029717,0.0000065323,0.0000061691
0.0000026335,0.0000029909,0.0000065510,0.0000061893
0.0000026541,0.0000030100,0.0000065692,0.0000062090
0.0000026746,0.0000030290,0.0000065871,0.0000062284
0.0000026950,0.0000030478,0.0000066046,0.0000062474
0.0000027152,0.0000030665,0.0000066217,0.0000062660
0.0000027352,0.0000030851,0.0000066384,0.0000062843
0.0000027552,0.0000031035,0.0000066548,0.0000063021
0.0000027749,0.0000031217,0.0000066707,0.0000063195
0.0000027945,0.0000031398,0.0000066861,0.0000063365
0.0000028140,0.0000031577,0.0000067012,0.0000063531
0.0000028332,0.0000031754,0.0000067158,0.0000063693
0.0000028523,0.0000031929,0.0000067300,0.0000063851
0.0000028712,0.0000032102,0.0000067438,0.0000064004
0.0000028899,0.0000032274,0.0000067571,0.0000064153
0.0000029084,0.0000032443,0.0000067700,0.0000064297
0.0000029267,0.0000032610,0.0000067824,0.0000064437
0.0000029448,0.0000032775,0.0000067943,0.0000064573
0.0000029627,0.0000032938,0.0000068058,0.0000064703
0.0000029804,0.0000033099,0.0000068168,0.0000064829
0.0000029978,0.0000033257,0.0000068273,0.0000064950
0.0000030150,0.0000033413,0.0000068374,0.0000065067
0.0000030319,0.0000033567,0.0000068469,0.0000065179
0.0000030486,0.0000033718,0.0000068560,0.0000065285
0.0000030259,0.0000033727,0.0000069038,0.0000065527
0.0000030913,0.0000034050,0.0000068623,0.0000065450
0.0000030662,0.0000034046,0.0000069111,0.0000065687
0.0000031299,0.0000034355,0.0000068703,0.0000065602
0.0000031031,0.0000034343,0.0000069190,0.0000065835
0.0000031644,0.0000034638,0.0000068792,0.0000065747
0.0000031365,0.0000034620,0.0000069272,0.0000065971
0.0000031959,0.0000034903,0.0000068877,0.0000065878
0.0000031674,0.0000034881,0.0000069345,0.0000066092
0.0000032252,0.0000035153,0.0000068952,0.0000065991
0.0000031963,0.0000035128,0.0000069405,0.0000066194
0.0000032526,0.0000035390,0.0000069011,0.0000066086
0.0000032236,0.0000035360,0.0000069448,0.0000066275
0.0000032784,0.0000035612,0.0000069051,0.0000066160
0.0000032493,0.0000035579,0.0000069471,0.0000066336
0.0000033028,0.0000035821,0.0000069071,0.0000066212
0.0000032737,0.0000035785,0.0000069473,0.0000066376
0.0000033258,0.0000036017,0.0000069070,0.0000066243
0.0000032966,0.0000035978,0.0000069453,0.0000066393
0.0000033474,0.0000036200,0.0000069047,0.0000066252
0.0000033182,0.0000036157,0.0000069411,0.0000066387
0.0000033676,0.0000036368,0.0000069002,0.0000066238
0.0000033384,0.0000036322,0.0000069346,0.0000066359
0.0000033857,0.0000036538,0.0000068925,0.0000066202
0.0000033570,0.0000036481,0.0000069256,0.0000066306
0.0000034030,0.0000036684,0.0000068833,0.0000066140
0.0000033744,0.0000036622,0.0000069144,0.0000066229
0.0000034189,0.0000036814,0.0000068717,0.0000066055
0.0000033905,0.0000036747,0.0000069009,0.0000066129
0.0000034335,0.0000036929,0.0000068578,0.0000065947
0.0000034051,0.0000036858,0.0000068851,0.0000066007
0.0000034466,0.0000037029,0.0000068416,0.0000065817
0.0000034182,0.0000036953,0.0000068668,0.0000065862
0.0000034583,0.0000037113,0.0000068229,0.0000065663
0.0000034299,0.0000037033,0.0000068462,0.0000065694
0.0000034679,0.0000037184,0.0000068014,0.0000065496
0.0000034400,0.0000037097,0.0000068231,0.0000065507
0.0000034769,0.0000037236,0.0000067783,0.0000065292
0.0000034489,0.0000037147,0.0000067978,0.0000065290
0.0000034844,0.0000037275,0.0000067528,0.0000065064
0.0000034562,0.0000037182,0.0000067702,0.0000065049
0.0000034904,0.0000037300,0.0000067250,0.0000064811
0.0000034621,0.0000037204,0.0000067401,0.0000064783
0.0000034948,0.0000037310,0.0000066947,0.0000064534
0.0000034664,0.0000037210,0.0000067077,0.0000064493
0.0000034978,0.0000037305,0.0000066621,0.0000064233
0.0000034693,0.0000037202,0.0000066729,0.0000064180
0.0000034983,0.0000037286,0.0000066262,0.0000063926
0.0000034704,0.0000037176,0.0000066354,0.0000063852
0.0000034979,0.0000037248,0.0000065885,0.0000063588
0.0000034702,0.0000037134,0.0000065958,0.0000063498
0.0000034961,0.0000037195,0.0000065486,0.0000063225
0.0000034684,0.0000037077,0.0000065539,0.0000063119
0.0000034929,0.0000037127,0.0000065064,0.0000062839
0.0000034653,0.0000037005,0.0000065097,0.0000062718
0.0000034882,0.0000037039,0.0000064629,0.0000062424
0.0000034599,0.0000036928,0.0000064631,0.0000062292
0.0000034814,0.0000036952,0.0000064153,0.0000061995
0.0000034538,0.0000036829,0.0000064142,0.0000061844
0.0000034738,0.0000036843,0.0000063657,0.0000061542
0.0000034465,0.0000036711,0.0000063630,0.0000061374
0.0000034647,0.0000036718,0.0000063138,0.0000061068
0.0000034378,0.0000036579,0.0000063094,0.0000060884
0.0000034543,0.0000036578,0.0000062595,0.0000060572
0.0000034277,0.0000036432,0.0000062537,0.0000060371
0.0000034426,0.0000036413,0.0000062050,0.0000060046
0.0000034161,0.0000036263,0.0000061968,0.0000059834
0.0000034291,0.0000036238,0.0000061475,0.0000059505
0.0000034028,0.0000036085,0.0000061374,0.0000059279
0.0000034142,0.0000036051,0.0000060877,0.0000058944
0.0000033882,0.0000035893,0.0000060757,0.0000058703
0.0000033979,0.0000035850,0.0000060258,0.0000058362
0.0000033723,0.0000035688,0.0000060120,0.0000058107
0.0000033804,0.0000035636,0.0000059618,0.0000057760
0.0000033543,0.0000035486,0.0000059453,0.0000057492
0.0000033613,0.0000035417,0.0000058955,0.0000057135
0.0000033355,0.0000035262,0.0000058773,0.0000056852
0.0000033411,0.0000035181,0.0000058274,0.0000056490
0.0000033156,0.0000035023,0.0000058073,0.0000056194
0.0000033196,0.0000034932,0.0000057575,0.0000055827
0.0000032958,0.0000034765,0.0000057356,0.0000055511
0.0000032976,0.0000034668,0.0000056854,0.0000055143
0.0000032732,0.0000034503,0.0000056616,0.0000054819
0.0000032737,0.0000034394,0.0000056116,0.0000054445
0.0000032492,0.0000034230,0.0000055861,0.0000054109
0.0000032485,0.0000034109,0.0000055362,0.0000053729
0.0000032240,0.0000033944,0.0000055088,0.0000053382
0.0000032221,0.0000033812,0.0000054591,0.0000052995
0.0000031977,0.0000033647,0.0000054300,0.0000052637
0.0000031946,0.0000033504,0.0000053804,0.0000052245
0.0000031703,0.0000033339,0.0000053495,0.0000051877
0.0000031660,0.0000033185,0.0000053001,0.0000051479
0.0000031419,0.0000033021,0.0000052674,0.0000051100
0.0000031222,0.0000032847,0.0000052318,0.0000050701
0.0000031246,0.0000032688,0.0000051737,0.0000050297
0.0000031025,0.0000032512,0.0000051393,0.0000049890
0.0000030816,0.0000032343,0.0000051016,0.0000049484
0.0000030798,0.0000032166,0.0000050454,0.0000049085
0.0000030566,0.0000031998,0.0000050087,0.0000048668
0.0000030364,0.0000031822,0.0000049695,0.0000048243
0.0000030311,0.0000031624,0.0000049154,0.0000047845
0.0000030094,0.0000031453,0.0000048763,0.0000047408
0.0000029894,0.0000031279,0.0000048350,0.0000046969
0.0000029806,0.0000031063,0.0000047827,0.0000046575
0.0000029598,0.0000030894,0.0000047412,0.0000046122
0.0000029403,0.0000030719,0.0000046979,0.0000045669
0.0000029282,0.0000030485,0.0000046476,0.0000045279
0.0000029084,0.0000030318,0.0000046036,0.0000044810
0.0000028895,0.0000030144,0.0000045584,0.0000044344
0.0000028742,0.0000029892,0.0000045100,0.0000043958
0.0000028555,0.0000029728,0.0000044637,0.0000043474
0.0000028373,0.0000029554,0.0000044166,0.0000042995
0.0000028188,0.0000029286,0.0000043702,0.0000042615
0.0000028014,0.0000029126,0.0000043216,0.0000042116
0.0000027839,0.0000028953,0.0000042726,0.0000041625
0.0000027623,0.0000028669,0.0000042283,0.0000041251
0.0000027461,0.0000028512,0.0000041775,0.0000040739
0.0000027296,0.0000028342,0.0000041268,0.0000040237
0.0000027126,0.0000028162,0.0000040762,0.0000039742
0.0000026846,0.0000027813,0.0000040374,0.0000039425
0.0000026705,0.0000027667,0.0000039835,0.0000038891
0.0000026553,0.0000027504,0.0000039304,0.0000038371
0.0000026392,0.0000027328,0.0000038780,0.0000037863
0.0000026053,0.0000026951,0.0000038442,0.0000037564
0.0000025934,0.0000026816,0.0000037873,0.0000037012
0.0000025798,0.0000026660,0.0000037319,0.0000036478
0.0000025649,0.0000026489,0.0000036776,0.0000035958
0.0000025254,0.0000026086,0.0000036489,0.0000035679
0.0000025158,0.0000025961,0.0000035891,0.0000035111
0.0000025039,0.0000025812,0.0000035315,0.0000034565
0.0000024901,0.0000025647,0.0000034756,0.0000034036
0.0000024751,0.0000025468,0.0000034211,0.0000033520
0.0000024212,0.0000024968,0.0000034065,0.0000033336
0.0000024157,0.0000024865,0.0000033424,0.0000032743
0.0000024067,0.0000024734,0.0000032817,0.0000032178
0.0000023952,0.0000024581,0.0000032235,0.0000031634
0.0000023437,0.0000024126,0.0000032063,0.0000031404
0.0000023401,0.0000024030,0.0000031402,0.0000030804
0.0000023315,0.0000023910,0.0000030780,0.0000030240
0.0000023217,0.0000023758,0.0000030191,0.0000029690
0.0000022655,0.0000023281,0.0000030072,0.0000029481
0.0000022644,0.0000023195,0.0000029390,0.0000028873
0.0000022585,0.0000023080,0.0000028754,0.0000028301
0.0000022497,0.0000022938,0.0000028155,0.0000027751
0.0000021883,0.0000022441,0.0000028090,0.0000027569
0.0000021898,0.0000022369,0.0000027388,0.0000026954
0.0000021867,0.0000022260,0.0000026739,0.0000026373
0.0000021364,0.0000021857,0.0000026557,0.0000026109
0.0000021388,0.0000021787,0.0000025855,0.0000025497
0.0000021367,0.0000021679,0.0000025207,0.0000024918
0.0000020846,0.0000021266,0.0000025055,0.0000024668
0.0000020880,0.0000021204,0.0000024346,0.0000024060
0.0000020871,0.0000021101,0.0000023696,0.0000023482
0.0000020330,0.0000020677,0.0000023576,0.0000023247
0.0000020376,0.0000020628,0.0000022858,0.0000022642
0.0000020368,0.0000020540,0.0000022203,0.0000022073
0.0000019799,0.0000020110,0.0000022118,0.0000021856
0.0000019871,0.0000020067,0.0000021395,0.0000021245
0.0000019888,0.0000019973,0.0000020743,0.0000020675
0.0000019303,0.0000019540,0.0000020686,0.0000020474
0.0000019391,0.0000019515,0.0000019950,0.0000019866
0.0000019420,0.0000019439,0.0000019290,0.0000019299
0.0000018821,0.0000018998,0.0000019267,0.0000019112
0.0000018928,0.0000018990,0.0000018515,0.0000018510
0.0000018557,0.0000018688,0.0000018273,0.0000018189
0.0000018670,0.0000018673,0.0000017541,0.0000017588
0.0000018295,0.0000018370,0.0000017312,0.0000017278
0.0000018412,0.0000018360,0.0000016585,0.0000016686
0.0000018027,0.0000018057,0.0000016374,0.0000016389
0.0000018152,0.0000018051,0.0000015650,0.0000015801
0.0000017760,0.0000017750,0.0000015456,0.0000015516
0.0000017898,0.0000017751,0.0000014732,0.0000014933
0.0000017500,0.0000017452,0.0000014554,0.0000014658
0.0000017651,0.0000017459,0.0000013831,0.0000014078
0.0000017249,0.0000017164,0.0000013668,0.0000013815
0.0000017414,0.0000017179,0.0000012945,0.0000013239
0.0000017008,0.0000016888,0.0000012796,0.0000012985
0.0000017188,0.0000016911,0.0000012074,0.0000012413
0.0000016779,0.0000016625,0.0000011940,0.0000012170
0.0000016974,0.0000016655,0.0000011219,0.0000011602
0.0000016563,0.0000016374,0.0000011098,0.0000011370
0.0000016773,0.0000016413,0.0000010378,0.0000010806
0.0000016360,0.0000016137,0.0000010273,0.0000010586
0.0000016586,0.0000016185,0.0000009553,0.0000010026
0.0000016179,0.0000015900,0.0000009471,0.0000009815
0.0000016416,0.0000015963,0.0000008747,0.0000009264
0.0000016007,0.0000015684,0.0000008679,0.0000009065
0.0000016258,0.0000015758,0.0000007956,0.0000008520
0.0000015848,0.0000015485,0.0000007904,0.0000008332
0.0000016115,0.0000015570,0.0000007182,0.0000007792
0.0000015705,0.0000015302,0.0000007146,0.0000007616
0.0000015986,0.0000015404,0.0000006415,0.0000007088
0.0000015580,0.0000015137,0.0000006401,0.0000006918
0.0000015877,0.0000015244,0.0000005680,0.0000006392
0.0000015469,0.0000014985,0.0000005681,0.0000006237
0.0000015782,0.0000015101,0.0000004966,0.0000005715
0.0000015373,0.0000014850,0.0000004981,0.0000005574
0.0000015701,0.0000014975,0.0000004272,0.0000005058
0.0000015293,0.0000014731,0.0000004301,0.0000004930
0.0000015638,0.0000014866,0.0000003599,0.0000004420
0.0000015230,0.0000014630,0.0000003642,0.0000004307
0.0000015590,0.0000014774,0.0000002946,0.0000003802
0.0000015183,0.0000014546,0.0000003004,0.0000003703
0.0000015559,0.0000014709,0.0000002296,0.0000003215
0.0000015157,0.0000014482,0.0000002377,0.0000003124
0.0000015549,0.0000014655,0.0000001675,0.0000002642
0.0000015149,0.0000014434,0.0000001774,0.0000002563
0.0000015557,0.0000014618,0.0000001076,0.0000002090
0.0000015159,0.0000014404,0.0000001194,0.0000002024
0.0000015582,0.0000014599,0.0000000500,0.0000001559
0.0000015187,0.0000014392,0.0000000636,0.0000001506
0.0000015626,0.0000014598,-0.0000000053,0.0000001050
0.0000015232,0.0000014399,0.0000000100,0.0000001010
0.0000015694,0.0000014614,-0.0000000577,0.0000000551
0.0000015298,0.0000014426,-0.0000000411,0.0000000530
0.0000015771,0.0000014653,-0.0000001088,0.0000000090
0.0000015380,0.0000014470,-0.0000000902,0.0000000080
0.0000015867,0.0000014709,-0.0000001575,-0.0000000347
0.0000015480,0.0000014532,-0.0000001370,-0.0000000346
0.0000015981,0.0000014782,-0.0000002039,-0.0000000760
0.0000015599,0.0000014612,-0.0000001814,-0.0000000747
0.0000016115,0.0000014873,-0.0000002479,-0.0000001149
0.0000015738,0.0000014711,-0.0000002235,-0.0000001125
0.0000016267,0.0000014983,-0.0000002895,-0.0000001514
0.0000015895,0.0000014828,-0.0000002632,-0.0000001479
0.0000016027,0.0000014919,-0.0000002877,-0.0000001663
0.0000016174,0.0000015013,-0.0000003108,-0.0000001857
0.0000016312,0.0000015108,-0.0000003325,-0.0000002037
0.0000016444,0.0000015204,-0.0000003527,-0.0000002204
0.0000016573,0.0000015301,-0.0000003716,-0.0000002362
0.0000016701,0.0000015400,-0.0000003893,-0.0000002510
0.0000016829,0.0000015502,-0.0000004060,-0.0000002651
0.0000016959,0.0000015607,-0.0000004218,-0.0000002783
0.0000017092,0.0000015716,-0.0000004367,-0.0000002908
0.0000017227,0.0000015828,-0.0000004508,-0.0000003027
0.0000017365,0.0000015945,-0.0000004642,-0.0000003138
0.0000017508,0.0000016065,-0.0000004768,-0.0000003243
0.0000017653,0.0000016190,-0.0000004888,-0.0000003341
0.0000017803,0.0000016319,-0.0000005001,-0.0000003433
0.0000017957,0.0000016453,-0.0000005107,-0.0000003518
0.0000018116,0.0000016591,-0.0000005206,-0.0000003597
0.0000018279,0.0000016733,-0.0000005299,-0.0000003670
0.0000018446,0.0000016880,-0.0000005386,-0.0000003736
0.0000018617,0.0000017032,-0.0000005467,-0.0000003797
0.0000018793,0.0000017188,-0.0000005541,-0.0000003851
0.0000018974,0.0000017349,-0.0000005609,-0.0000003899
0.0000019158,0.0000017514,-0.0000005671,-0.0000003941
0.0000019355,0.0000017682,-0.0000005719,-0.0000003990
0.0000019544,0.0000017859,-0.0000005774,-0.0000004013
0.0000019744,0.0000018038,-0.0000005815,-0.0000004042
0.0000019942,0.0000018229,-0.0000005868,-0.0000004048
0.0000020152,0.0000018411,-0.0000005893,-0.0000004064
0.0000020366,0.0000018604,-0.0000005921,-0.0000004071
0.0000020585,0.0000018797,-0.0000005933,-0.0000004079
0.0000020806,0.0000018999,-0.0000005946,-0.0000004077
0.0000021029,0.0000019208,-0.0000005957,-0.0000004064
0.0000021256,0.0000019421,-0.0000005967,-0.0000004041
0.0000021486,0.0000019629,-0.0000005958,-0.0000004014
0.0000021716,0.0000019843,-0.0000005947,-0.0000003974
0.0000021958,0.0000020057,-0.0000005921,-0.0000003943
0.0000022196,0.0000020284,-0.0000005905,-0.0000003889
0.0000022448,0.0000020508,-0.0000005868,-0.0000003847
0.0000022693,0.0000020743,-0.0000005842,-0.0000003780
0.0000022955,0.0000020973,-0.0000005790,-0.0000003732
0.0000023214,0.0000021217,-0.0000005747,-0.0000003667
0.0000023480,0.0000021456,-0.0000005683,-0.0000003604
0.0000023745,0.0000021711,-0.0000005633,-0.0000003523
0.0000024016,0.0000021965,-0.0000005574,-0.0000003441
0.0000024292,0.0000022222,-0.0000005507,-0.0000003353
0.0000024572,0.0000022482,-0.0000005435,-0.0000003261
0.0000024855,0.0000022746,-0.0000005356,-0.0000003162
0.0000025141,0.0000023013,-0.0000005272,-0.0000003059
0.0000025431,0.0000023283,-0.0000005182,-0.0000002950
0.0000025723,0.0000023557,-0.0000005087,-0.0000002835
0.0000026020,0.0000023834,-0.0000004986,-0.0000002716
0.0000026319,0.0000024114,-0.0000004880,-0.0000002590
0.0000026622,0.0000024398,-0.0000004768,-0.0000002460
0.0000026927,0.0000024685,-0.0000004652,-0.0000002325
0.0000027236,0.0000024974,-0.0000004530,-0.0000002184
0.0000027548,0.0000025267,-0.0000004403,-0.0000002038
0.0000027862,0.0000025563,-0.0000004270,-0.0000001888
0.0000028180,0.0000025862,-0.0000004133,-0.0000001732
0.0000028500,0.0000026164,-0.0000003991,-0.0000001571
0.0000028824,0.0000026468,-0.0000003844,-0.0000001406
0.0000029150,0.0000026775,-0.0000003692,-0.0000001235
0.0000029478,0.0000027085,-0.0000003536,-0.0000001060
0.0000029809,0.0000027398,-0.0000003374,-0.0000000881
0.0000030143,0.0000027713,-0.0000003208,-0.0000000696
0.0000030479,0.0000028030,-0.0000003037,-0.0000000507
0.0000030817,0.0000028350,-0.0000002862,-0.0000000314
0.0000031158,0.0000028672,-0.0000002682,-0.0000000116
0.0000031500,0.0000028997,-0.0000002498,0.0000000087
0.0000031845,0.0000029323,-0.0000002309,0.0000000293
0.0000032192,0.0000029652,-0.0000002117,0.0000000504
0.0000032542,0.0000029983,-0.0000001919,0.0000000719
0.0000032892,0.0000030316,-0.0000001718,0.0000000939
0.0000033245,0.0000030650,-0.0000001513,0.0000001162
0.0000033600,0.0000030987,-0.0000001303,0.0000001389
0.0000033956,0.0000031325,-0.0000001090,0.0000001621
0.0000034314,0.0000031664,-0.0000000872,0.0000001856
0.0000034673,0.0000032006,-0.0000000651,0.0000002095
0.0000035034,0.0000032348,-0.0000000426,0.0000002337
